paper,question,answer,reference_figure,reference_figure_caption,generated_answer
1611.07718v2,What is the difference between the residual block and the merge-and-run block?,"The residual block assembles two residual branches sequentially, while the merge-and-run block assembles the same two residual branches in parallel.",1611.07718v2-Figure1-1.png,"Illustrating the building blocks: (a) Two residual blocks; (b) An inception-like block; (c) A merge-and-run block. (a) corresponds to two blocks in ResNets and assembles two residual branches sequentially while (b) and (c) both assemble the same two residual branches in parallel. (b) and (c) adopt two different skip connections: identity mappings and our proposed merge-andrun mappings. The dot circle denotes the average operation, and the solid circle denotes the sum operation.","The residual block and the merge-and-run block are both used to reduce the number of parameters in the network. However, the residual block uses a shortcut to skip some of the parameters, while the merge-and-run block uses a combination of skip connections and merge operations to reduce the number of parameters. This means that the residual block is simpler and faster, while the merge-and-run block is more complex and requires more computation."
1611.07718v2,How does the training loss of DMRNet compare to that of ResNet on the CIFAR-10 dataset with L = 30?,The training loss of DMRNet is lower than that of ResNet on the CIFAR-10 dataset with L = 30.,1611.07718v2-Figure7-1.png,"Comparing the optimization of ResNets and the DMRNets with the same number of layers/parameters. The vertical axis corresponds to training losses and testing errors, and the horizontal axis corresponds to #epochs.","The training loss of DMRNet is lower than that of ResNet on the CIFAR-10 dataset with L = 30. This means that DMRNet is able to learn more accurate features from the input data. This is likely due to the use of a multi-scale architecture, which allows the network to learn more detailed features from the input data. Additionally, the use of a spatial pyramid network allows the network to learn more hierarchical features from the input data. This combination of architectures allows DMRNet to achieve better performance than ResNet on the CIFAR-10 dataset with L = 30."
1611.07718v2,Which network has the shortest average path length when L = 9?,DMRNet,1611.07718v2-Figure3-1.png,Comparing the distributions of the path lengths for three networks. Different networks: (avg length ± std). Left: L = 9. Right: L = 24.,"The network with the shortest average path length when L = 9 is the network with 10 nodes. This is because the network with 10 nodes has the shortest average path length of 1.00, while the network with 9 nodes has an average path length of 1.00 + 0.00 = 1.00. The network with 8 nodes has an average path length of 1.00 + 0.00 = 1.00, which is the same as the network with 9 nodes. The network with 7 nodes has an average path length of 1.00 + 0.00 = 1.00, which is the same as the network with 8 nodes. The network with 6 nodes has an average path length of 1.00 + 0.00 = 1.00, which is the same as the network with"
1611.07718v2,Which model has the lowest Top-1 validation error on ImageNet?,ResNet-101 from the reference paper reports top-1 validation error of 23.60 which is lower than ResNet-101 reevaluated (26.41) and DMRNet (23.66),1611.07718v2-Table4-1.png,The validation (single 224×224 center crop) and training errors (%) of ResNet-101 (44.5M) and our DMRNet (43.3M) on ImageNet.,The model with the lowest Top-1 validation error on ImageNet is the ResNet-15 model.
1611.07718v2,Does sharing the first convolutional layer and the last fully connected layer improve the accuracy of the merge-and-run mapping?,Yes.,1611.07718v2-Table5-1.png,Comparison between merge-and-run mappings and identity mappings. Sharing = share the first conv. and the last FC.,"Yes, sharing the first convolutional layer and the last fully connected layer improves the accuracy of the merge-and-run mapping. This is because the first convolutional layer and the last fully connected layer are the most critical parts of the network, and sharing them allows the network to learn more robust features. This leads to better performance on the merge-and-run mapping task."
1611.07718v2,How does the classification error of a residual network change as the average path length increases?,The classification error of a residual network generally increases as the average path length increases.,1611.07718v2-Figure6-1.png,Illustrating how the testing errors of residual networks change as the average path length increases. The results are reported on CIFAR-10.,"The classification error of a residual network decreases as the average path length increases. This is shown in the figure, where the classification error is plotted against the average path length. The curve shows that the classification error decreases as the average path length increases, indicating that the residual network is more accurate when the average path length is higher. This is because the residual network is able to capture more complex patterns in the data when the average path length is higher."
1611.03780v2,How does GeoCUTS perform compared to other clusterings for highly active users?,GeoCUTS performs comparably to other clusterings for highly active users.,1611.03780v2-Table2-1.png,"B-metrics across clusterings, reported with a multiplicative constant of 100. We see that GeoCUTS performs comparably to other clusterings for highly active users, and somewhat better for highly mobile users.",GeoCUTS performs better than other clusterings for highly active users. This is shown by the figure which shows that GeoCUTS has a higher precision than the other clusterings. This means that GeoCUTS is more accurate in identifying highly active users.
1611.03780v2,How is the Hilbert space-filling curve constructed?,"The Hilbert space-filling curve is constructed recursively. The curve starts with a simple square, and then at each subsequent iteration, the curve is subdivided into four smaller squares. The curve is then drawn through each of these squares in a specific order.",1611.03780v2-Figure1-1.png,Hilbert space-filling curves are constructed recursively up to any desired resolution.,The Hilbert space-filling curve is constructed by first constructing the Hilbert curve for the function f(x) = 1/(1 + x^2) and then taking the limit as x approaches infinity. This is done by first constructing the Hilbert curve for the function f(x) = 1/(1 + x^2) and then taking the limit as x approaches infinity. This is done by first constructing the Hilbert curve for the function f(x) = 1/(1 + x^2) and then taking the limit as x approaches infinity. This is done by first constructing the Hilbert curve for the function f(x) = 1/(1 + x^2) and then taking the limit as x approaches infinity.  This is done by first constructing the Hilbert curve for the function f(x) = 1/(1 + x^2)  and then taking the limit as x approaches infinity.
1611.03780v2,How does the performance of GeoCUTS compare to the Grid method in identifying highly mobile clusters when the number of clusters is increased from approximately 25 to 50?,"GeoCUTS consistently outperforms the Grid method in identifying highly mobile clusters, regardless of the number of clusters. However, the performance of both methods decreases as the number of clusters increases.",1611.03780v2-Table4-1.png,Table 4: Percentage of queries from clusters with a Q-metric ≥ x% for different numbers of clusters in France.,"The performance of GeoCUTS generally improves as the number of clusters increases. This is evident from the figure, which shows that the GeoCUTS method consistently outperforms the Grid method in terms of the number of highly mobile clusters. The GeoCUTS method also tends to have a higher number of highly mobile clusters than the Grid method. This is particularly true for the 50 cluster case, where the GeoCUTS method has 100 highly mobile clusters, while the Grid method has only 75. This demonstrates that the GeoCUTS method is more effective at identifying highly mobile clusters than the Grid method."
1611.03780v2,What is the relationship between the query graph and the interference graph?," The interference graph is a folded version of the query graph. The nodes in the interference graph represent regions, and the edges represent the interference between regions. The edge weights in the interference graph are calculated from the edge weights in the query graph.",1611.03780v2-Figure2-1.png,Diagram of the bipartite user-region graph and the resulting “folded” interference graph between regions. The edge weights of the folded graph correspond to the unnormalized weights qkk (cf. Equation 1).,"The query graph represents the query, while the interference graph represents the interference between the query and the documents. The interference graph is constructed by applying the interference function to the query and the documents. The interference function is a function that maps the query and the documents to a set of interference edges. The interference edges represent the interference between the query and the documents. The interference graph is constructed by applying the interference function to the query and the documents. The interference function is a function that maps the query and the documents to a set of interference edges. The interference edges represent the interference between the query and the documents. The interference graph is constructed by applying the interference function to the query and the documents. The interference function is a function that maps the query and the documents to a set of interference edges. The interference edges represent the interference between the query and the documents. The interference graph is constructed by applying the"
1611.03780v2,"Which metropolitan area is predicted by the GeoCUTS algorithm to include San Francisco, Berkeley, and Palo Alto, but not Sacramento?",The Bay Area.,1611.03780v2-Figure4-1.png,"Figure 4: The GeoCUTS algorithm applied to user queries from the United States. The algorithm automatically identifies metropolitan areas, correctly predicting, for example, that the Bay Area includes San Francisco, Berkeley, and Palo Alto, but not Sacramento.","The answer is the San Francisco metropolitan area. The GeoCUTS algorithm predicts that the San Francisco metropolitan area includes San Francisco, Berkeley, and Palo Alto, but not Sacramento. This is because the algorithm has learned that these three cities are part of the San Francisco metropolitan area, but has not learned that Sacramento is part of the same area."
1611.03780v2,Which metropolitan areas are correctly identified by the GeoCUTS algorithm in France?,"Paris, Bordeaux, and Lyon.",1611.03780v2-Figure5-1.png,"Figure 5: The GeoCUTS algorithm applied to user queries from France. It correctly identifies metropolitan areas such as Paris, Bordeaux, and Lyon, and regions such as Alsace and Normandy.","The metropolitan areas correctly identified by the GeoCUTS algorithm in France are: Paris, Lyon, Marseille, Bordeaux, Lille, Strasbourg, and Toulouse."
1611.03780v2,"Which clustering algorithm produced the smallest cut size for highly active users in the US dataset, and how much smaller was it compared to the cut size produced by grid partitioning?","Both GeoCUTS and Linear Embedding produced the smallest cut size for highly active users, with a cut size of 4%. This is 11% smaller than the cut size produced by grid partitioning, which had a cut size of 15%.",1611.03780v2-Table3-1.png,"Table 3: Cut size comparison against different clustering algorithms for highly active (HA) and highly mobile (HM) users within the US. “Grid” denotes the grid partition, “LE” denotes the Linear Embedding algorithm [4], and “Hilbert” denotes partitions along a Hilbert curve [21]. We see that GeoCUTS and Linear Embedding give the best cut size.","The clustering algorithm that produced the smallest cut size for highly active users in the US dataset was DBSCAN, and the cut size was 1.25 times smaller than the cut size produced by grid partitioning."
1611.03780v2,Which method performs best for highly active users in the US?,Both GeoCUTS and DMA perform equally well for highly active users in the US.,1611.03780v2-Table1-1.png,"(a) Average and query-weighted average (Query-w. avg) of Q-metric, (b) Percentage of queries from clusters with a Q-metric of at least x%. ∼ 200 clusters were used for the US and ∼ 50 for France. For both highly active and highly mobile graphs, GeoCUTS performs comparably to DMAs and outperforms the baseline grid clustering.","The method that performs best for highly active users in the US is GeoCuts. This is shown in the figure, where the GeoCuts method has the highest accuracy for highly active users. The GeoCuts method also performs well for inactive users in the US, with an accuracy of 88.2%. This is higher than the accuracy of the other methods for inactive users. Overall, the GeoCuts method performs the best for both highly active and inactive users in the US."
1611.04363v2,"Which method performed best according to the P@1 metric for the QA-Expert task, and how much better did it perform compared to the average P@1 score of the D2V method? ","The WeakFG method achieved the highest P@1 score for the QA-Expert task with a score of 52.8. This is 23.2% higher than the average P@1 score of the D2V method, which was 29.6. ",1611.04363v2-Table1-1.png,Table 1: Performance comparison of different methods.,The method that performed best according to the P@1 metric for the QA-Expert task was the D2V method with a score of 82.2. This was 1.2 times better than the average P@1 score of 71.5.
1611.04363v2,"What is the relationship between the decline probability of an expert and whether or not they have a ""friend"" who has already declined?","The decline probability of an expert is higher if they have a ""friend"" who has already declined.",1611.04363v2-Figure1-1.png,"Figure 1: Decline probability of an expert conditioned on whether or not the expert has a correlated “friend” who has already declined on two datasets: QA-Expert and Paper-Reviewer, and our online evaluation of journal reviewer recommendation.","The decline probability of an expert is higher when they have a ""friend"" who has already declined. This means that if an expert has a ""friend"" who has already declined, they are more likely to decline as well. This is because the expert may feel more comfortable declining if they know that their ""friend"" has already done so."
1608.02784v2,"Which system from Ortiz et al. achieved the highest BLEU and METEOR scores, and how does it compare to the CCA inference algorithm in terms of performance?","The SMT system from Ortiz et al. achieved the highest BLEU score (43.7) and METEOR score (35.6) among their tested systems. While the SMT system outperforms the CCA inference algorithm in terms of BLEU score, the CCA algorithm achieves a slightly higher METEOR score (25.6 vs 25.5).",1608.02784v2-Table2-1.png,"Table 2: Scene description evaluation results on the test set, comparing the systems from Ortiz et al. to our CCA inference algorithm (the first six results are reported from the Ortiz et al. paper). The CCA result uses m = 120 and η = 0.05, tuned on the development set. See text for details about each of the first six baselines.","The system from Ortiz et al. that achieved the highest BLEU and METEOR scores is the ""Our System"" system. It achieved a BLEU score of 95.5 and a METEOR score of 93.2. This is higher than the scores achieved by the CCA inference algorithm. The CCA inference algorithm achieved a BLEU score of 88.8 and a METEOR score of 85.5. This is lower than the scores achieved by the ""Our System"" system. The table below shows the comparison of the two systems in terms of performance."
1608.02784v2,What is the difference between the outputs of the machine translation system (SMT) and the CCA inference?,"The SMT outputs are literal translations of the images, while the CCA outputs take into account the context of the images and generate more natural-sounding descriptions.",1608.02784v2-Figure6-1.png,"Examples of outputs from the machine translation system and from CCA inference. The top three images give examples where the CCA inference outputs were rated highly by human evaluations (4 or 5), and the SMT ones were rated poorly (1 or 2). The bottom three pictures give the reverse case.","The SMT output is a translation of the input sentence, while the CCA inference output is a summary of the input sentence. The SMT output is more detailed and contains more information, while the CCA inference output is more concise and contains less information. The CCA inference output is also more likely to be correct than the SMT output."
1608.02784v2,"Which system, CCA or SMT, generally performs better when the caption is of low quality (average rank less than 3)?","It is difficult to definitively say which system performs better for low-quality captions based solely on the provided data. However, we can observe some trends:

1. When the SMT average rank is below 3, the CCA average rank is also lower (1.64 vs. 1.77).
2. When the SMT average rank is 3 or higher, the CCA average rank is significantly higher (3.54 vs. 3.46).

This suggests that CCA might perform relatively better for low-quality captions, but more data and analysis are needed for a conclusive answer.",1608.02784v2-Table3-1.png,Table 3: Average ranking by human judges for cases in which the caption has an average rank of 3 or higher (for both CCA and SMT) and when its average rank is lower than 3. “M” stands for SMT average rank and “C” stands for CCA average rank.,CCA generally performs better when the caption is of low quality (average rank less than 3).
1608.02784v2,What is the purpose of the singular value decomposition step in the CCA algorithm?,The singular value decomposition step is used to find the projection matrices U and V.,1608.02784v2-Figure1-1.png,The CCA learning algorithm.,"The singular value decomposition step in the CCA algorithm is used to extract the most relevant features from the input data. This is done by finding the eigenvectors and eigenvalues of the input data matrix. The eigenvectors represent the most important directions in the data, while the eigenvalues represent the magnitude of the eigenvalues. The singular value decomposition step then projects the input data onto the eigenvectors, resulting in a matrix of singular values. This matrix is then used to reconstruct the input data from the singular values. This step is crucial for the CCA algorithm, as it allows the algorithm to focus on the most relevant features in the input data. 

### Question: What is the purpose of the singular value decomposition step in the CCA algorithm?
### Answer: The singular value decomposition step in the CCA algorithm is used to extract the most relevant features from the input data. This is done by finding the eigenvectors and eigenvalues of the input data matrix. The"
1608.02784v2,What is the relationship between the input space and the output space in CCA inference?,The input space and the output space are related by a cosine similarity measure.,1608.02784v2-Figure2-1.png,"Figure 2: Demonstration of CCA inference. An object from the input space X (the image on the left x) is mapped to a unit vector. Then, we find the closest unit vector which has an embodiment in the output space, Y . That embodiment is the text on the right, y. It also also holds that ρ(u(x), v(y)) = cos θ.","The input space is a subset of the output space. This means that the input space consists of some of the possible output configurations, and the output space consists of all possible output configurations. In CCA inference, the input space is used to sample a configuration from the output space, and then the configuration is used to generate a sequence of actions. This allows the model to explore the output space and learn about the possible configurations that could result from a given input."
1608.02784v2,What is the role of the temperature variable t in the CCA decoding algorithm?,"The temperature variable t controls the probability of accepting a new candidate solution y. As t decreases, the probability of accepting a worse solution decreases.",1608.02784v2-Figure3-1.png,The CCA decoding algorithm.,"The temperature variable t is used to control the temperature of the softmax function. The temperature is a hyperparameter that determines the scale of the weights of the attention mechanism. A higher temperature value results in a more peaked distribution of weights, while a lower temperature value results in a more uniform distribution. The temperature is usually set to a value between 0.0 and 1.0. In the CCA decoding algorithm, the temperature is used to control the scale of the weights of the attention mechanism, which is used to determine the importance of each word in the sentence. The temperature is usually set to a value between 0.0 and 1.0. The temperature is usually set to a value between 0.0 and 1.0.  The temperature is usually set to a value between 0.0 and 1.0  The temperature is usually set to a value between 0.0 and 1.0  The temperature is usually set"
1608.02784v2,What is the relationship between BLEU score and human ranking for CCA and SMT systems?,The correlation between BLEU scores and human ranking is not high for either CCA or SMT systems.,1608.02784v2-Figure4-1.png,Figure 4: Scatter plot of SMT (statistical machine translation) and CCA BLEU scores versus human ratings.,"The figure shows that the BLEU score is positively correlated with the human ranking for both CCA and SMT systems. This means that the higher the BLEU score, the higher the human ranking. This correlation is strong for both systems, with a correlation coefficient of 0.78 for CCA and 0.82 for SMT. This suggests that the BLEU score is a good predictor of the human ranking for both systems. 

  The figure also shows that the BLEU score is higher for CCA than for SMT. This means that the CCA system is performing better than the SMT system in terms of translation quality. 
  The figure also shows that the BLEU score is higher for the English-French pair than for the English-German pair. This means that the English-French pair has better translation quality than the English-German pair. 
  The figure also shows"
1611.02654v2,Which model performed the best on the SICK dataset according to the MSE metric?,The supervised model performed the best on the SICK dataset according to the MSE metric.,1611.02654v2-Table4-1.png,Performance comparison for semantic similarity and paraphrase detection. The first row shows the best performing purely supervised methods. The last section shows our models.,"The model that performed the best on the SICK dataset according to the MSE metric was the ""Ours"" model. This model achieved an MSE of 0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 Please"
1611.02654v2,What is the effect of pre-training with the ordering task on the ROUGE-L score for extractive summarization?,Pre-training with the ordering task increases the ROUGE-L score for extractive summarization.,1611.02654v2-Table3-1.png,Comparison on extractive summarization between models trained from scratch and models pre-trained with the ordering task.,The effect of pre-training with the ordering task on the ROUGE-L score for extractive summarization is an improvement of 1.2 points. This indicates that pre-training with the ordering task can improve the performance of the model on the ROUGE-L metric.
1611.02654v2,Which model performs the best for the order discrimination task on the Accidents dataset and how does it compare to the other data-driven approaches?,"The proposed model in this paper achieves the best performance for the order discrimination task on the Accidents dataset with an accuracy of 0.944. It outperforms the other data-driven approaches, namely Window (Recurrent) with 0.840, Window (Recursive) with 0.864, and Seq2seq with 0.930.",1611.02654v2-Table1-1.png,"Table 1: Mean Accuracy comparison on the Accidents and Earthquakes data for the order discrimination task. The reference models are Entity-Grid (Barzilay and Lapata 2008), HMM (Louis and Nenkova 2012), Graph (Guinaudeau and Strube 2013), Window network (Li and Hovy 2014) and sequence-to-sequence (Li and Jurafsky 2016), respectively.","The model that performs the best for the order discrimination task on the Accidents dataset is the DNN-DNN model. It achieves an accuracy of 92.4%, which is higher than the accuracy of the other data-driven approaches. The DNN-DNN model also has the lowest F1 score of 92.4%, which is lower than the F1 score of the other data-driven approaches. This indicates that the DNN-DNN model performs better than the other data-driven approaches on the Accidents dataset."
1611.02654v2,What can you say about the relationship between the sentences in a document based on the t-SNE embeddings?,Sentences that are closer together in the embedding space are more semantically similar than those that are farther apart.,1611.02654v2-Figure2-1.png,t-SNE embeddings of representations learned by the model for sentences from the test set. Embeddings are color coded by the position of the sentence in the document it appears.,"The t-SNE embeddings show that the sentences in a document are clustered together. This suggests that the sentences in a document are related to each other and are part of the same document. The clustering of sentences also indicates that the sentences are not randomly distributed, but are organized in a way that reflects the structure of the document. This can be useful for tasks such as document classification or summarization, where the relationships between sentences can be used to better understand the content of the document."
1611.02654v2,How does the proposed model compare to the other models in terms of accuracy on the NIPS Abstracts dataset?,"The proposed model has the highest accuracy on the NIPS Abstracts dataset, with an accuracy of 51.55.",1611.02654v2-Table2-1.png,Comparison against prior methods on the abstracts data.,"The proposed model achieves an accuracy of 88.11%, which is higher than the other models. This indicates that the proposed model is more effective at extracting relevant information from the abstracts."
1701.03077v10,How does the shape of the IRLS weight function change as the shape parameter α increases?,The IRLS weight function becomes more peaked and concentrated around zero as the shape parameter α increases.,1701.03077v10-Figure7-1.png,Our general loss’s IRLS weight function (left) and Ψfunction (right) for different values of the shape parameter α.,"The shape of the IRLS weight function becomes more circular as the shape parameter α increases. This is evident from the figure, which shows that the IRLS weight function becomes more circular as α increases. The figure also shows that the IRLS weight function becomes more circular as α increases. This is because the IRLS weight function is defined as the ratio of the circular weight function to the circular weight function. As the circular weight function becomes more circular, the IRLS weight function becomes more circular. This is because the circular weight function is defined as the ratio of the circular weight function to the circular weight function. As the circular weight function becomes more circular, the IRLS weight function becomes more circular. This is because the IRLS weight function is defined as the ratio of the circular weight function to the circular weight function. As the circular weight function becomes more circular, the IRLS weight function becomes more circular. This is because the IRLS weight function is"
1701.03077v10,"How do the reconstructed faces in the ""Mean Reconstruction"" differ from those in the ""Sampled Reconstruction""?","The reconstructed faces in the ""Mean Reconstruction"" are smoother and less detailed than those in the ""Sampled Reconstruction"". This is because the mean reconstruction is based on the average of all the possible reconstructions, while the sampled reconstruction is based on a single sample from the distribution.",1701.03077v10-Figure12-1.png,"As is common practice, the VAE samples shown in this paper are samples from the latent space (left) but not from the final conditional distribution (right). Here we contrast decoded means and samples from VAEs using our different output spaces, all using our general distribution.","The reconstructed faces in the ""Mean Reconstruction"" are more detailed and have better texture than those in the ""Sampled Reconstruction"". This is evident from the comparison of the two images, where the ""Mean Reconstruction"" image has more detail and is more visually appealing than the ""Sampled Reconstruction"" image. This suggests that the ""Mean Reconstruction"" method is more effective at preserving the details and texture of the original image than the ""Sampled Reconstruction"" method."
1701.03077v10,How does the performance of the adaptive model compare to the fixed model with different values of α?,The adaptive model consistently outperforms the fixed model for all values of α.,1701.03077v10-Figure9-1.png,Figure 9. Here we compare the validation set ELBO of our adaptive “Wavelets + YUV” VAE model with the ELBO achieved when setting all wavelet coefficients to have the same fixed shape parameter α. We see that allowing our distribution to individually adapt its shape parameter to each coefficient outperforms any single fixed shape parameter.,"The performance of the adaptive model is generally better than the fixed model with different values of α. This is evident from the figure, which shows that the adaptive model has a higher accuracy than the fixed model for all values of α. The adaptive model also has a lower error rate than the fixed model for all values of α. This means that the adaptive model is more accurate and has a lower error rate than the fixed model. 

  Question: How does the performance of the adaptive model compare to the fixed model with different values of α? 
  Answer: The performance of the adaptive model is generally better than the fixed model with different values of α. This is evident from the figure, which shows that the adaptive model has a higher accuracy than the fixed model for all values of α. The adaptive model also has a lower error rate than the fixed model for all values of α. This means that the adaptive model is more accurate and has"
1701.03077v10,"On which dataset did the gRCC* algorithm achieve the largest relative improvement over the RCC algorithm, and by approximately how much did it improve?","The gRCC* algorithm achieved the largest relative improvement over the RCC algorithm on the YTF dataset, with a relative improvement of approximately 31.9%.",1701.03077v10-Table4-1.png,Table 4. Results on the clustering task of [32] where we compare their “RCC” algorithm to our “gRCC*” generalization in terms of AMI on several datasets. We also report the AMI increase of “gRCC*” with respect to “RCC”. Baselines are taken from [32].,"The gRCC* algorithm achieved the largest relative improvement over the RCC algorithm on the CIFAR-10 dataset, and it improved the accuracy by approximately 10%."
